ARCADE 0.220      Mar 26, 2020
matrimbl          "Matrimelee / Shin Gouketsuji Ichizoku Toukon (bootleg)"
mausuke           "Mausuke no Ojama the World (J 960314 V1.000)"
maxaflex          "Max-A-Flex"
maxf_102          "Maximum Force v1.02"
maxf_ng           "Maximum Force (No Gore version)"
maxforce          "Maximum Force v1.05"
maxideal          "Maxi-Dealer"
maxrpm            "Max RPM (ver 2)"
maxspeed          "Maximum Speed"
maya              "Maya (set 1)"
mayaa             "Maya (set 2)"
mayab             "Maya (set 3)"
mayac             "Maya (set 4, clean)"
mayday            "Mayday (set 1)"
maydaya           "Mayday (set 2)"
maydayb           "Mayday (set 3)"
mayhem            "Mayhem 2002"
mayjin3           "Mayjinsen 3"
mayjinsn          "Mayjinsen"
mayjisn2          "Mayjinsen 2"
mayumi            "Kiki-Ippatsu Mayumi-chan"
mazan             "Mazan: Flash of the Blade (World, MAZ2 Ver.A)"
mazanu            "Mazan: Flash of the Blade (US, MAZ3 Ver.A)"
maze              "Amazing Maze"
mazeinv           "Maze Invaders (prototype)"
mazerbla          "Mazer Blazer (set 1)"
mazerblaa         "Mazer Blazer (set 2)"
mazinger          "Mazinger Z (World)"
mazingerj         "Mazinger Z (Japan)"
mbaa              "Melty Blood Actress Again Version A (Japan, Rev A)"
mbaao             "Melty Blood Actress Again (Japan)"
mbomberj          "Muscle Bomber: The Body Explosion (Japan 930713)"
mbombrd           "Muscle Bomber Duo: Ultimate Team Battle (World 931206)"
mbombrdj          "Muscle Bomber Duo: Heat Up Warriors (Japan 931206)"
mbrush            "Magic Brush (bootleg of Crush Roller)"
mbutrfly          "Magical Butterfly (version U350C, protected)"
mcatadv           "Magical Cat Adventure"
mcatadvj          "Magical Cat Adventure (Japan)"
mchampdx          "Multi Champ Deluxe (ver. 0106, 06/01/2000)"
mchampdxa         "Multi Champ Deluxe (ver. 1126, 26/11/1999)"
mchampdxb         "Multi Champ Deluxe (ver. 1114, 14/11/1999)"
mcheonru          "Ma Cheon Ru"
mcitylov          "City Love [BET] (Japan 860904)"
mcnpshnt          "Mahjong Campus Hunting (Japan)"
mcombat           "Missile Combat (Videotron bootleg, set 1)"
mcombata          "Missile Combat (Videotron bootleg, set 2)"
mcombats          "Missile Combat (Sidam bootleg)"
mcontest          "Miss Mahjong Contest (Japan)"
mdchoice          "Dealer's Choice (E4A1)"
mdhorse           "Derby Quiz My Dream Horse (Japan, MDH1/VER.A2)"
mechatt           "Mechanized Attack (World)"
mechattj          "Mechanized Attack (Japan)"
mechattu          "Mechanized Attack (US)"
mechattu1         "Mechanized Attack (US, Version 1, Single Player)"
medlanes          "Meadows Lanes"
megablst          "Mega Blast (World)"
megablstj         "Mega Blast (Japan)"
megablstu         "Mega Blast (US)"
megadon           "Megadon"
megaforc          "Mega Force (World)"
megaforcu         "Mega Force (US)"
megaman           "Mega Man: The Power Battle (CPS1, USA 951006)"
megaman2          "Mega Man 2: The Power Fighters (USA 960708)"
megaman2a         "Mega Man 2: The Power Fighters (Asia 960708)"
megaman2h         "Mega Man 2: The Power Fighters (Hispanic 960712)"
megamana          "Mega Man: The Power Battle (CPS1, Asia 951006)"
megamn2d          "Mega Man 2: The Power Fighters (USA 960708 Phoenix Edition) (bootleg)"
megaphx           "Mega Phoenix"
megaplay          "Mega Play BIOS"
megat             "Pit Boss Megatouch (9234-20-01)"
megat2            "Pit Boss Megatouch II (9255-10-01 R0G, Standard version)"
megat2a           "Pit Boss Megatouch II (9255-10-01 R0E, Standard version)"
megat2b           "Pit Boss Megatouch II (9255-10-01 R0D, Standard version)"
megat2ca          "Pit Boss Megatouch II (9255-10-06 R0G, California version)"
megat2caa         "Pit Boss Megatouch II (9255-10-06 R0E, California version)"
megat2mn          "Pit Boss Megatouch II (9255-10-02 R0G, Minnesota version)"
megat3            "Megatouch III (9255-20-01 R0N, Standard version)"
megat3a           "Megatouch III (9255-20-01 R0K, Standard version)"
megat3b           "Megatouch III (9255-20-01 R0F, Standard version)"
megat3c           "Megatouch III (9255-20-01 R0B, Standard version)"
megat3ca          "Megatouch III (9255-20-06 R0N, California version)"
megat3caa         "Megatouch III (9255-20-06 R0D, California version)"
megat3d           "Megatouch III (9255-20-01 R0A, Standard version)"
megat3nj          "Megatouch III (9255-20-07 R0G, New Jersey version)"
megat3te          "Megatouch III Tournament Edition (9255-30-01 R0E, Standard version)"
megat3tg          "Megatouch III Turnier Edition (9255-30-50 R0F, Bi-Lingual GER/ENG version)"
megat4            "Megatouch IV (9255-40-01 R0E, Standard version)"
megat4a           "Megatouch IV (9255-40-01 R0D, Standard version)"
megat4b           "Megatouch IV (9255-40-01 R0B, Standard version)"
megat4c           "Megatouch IV (9255-40-01 R0A, Standard version)"
megat4d           "Megatouch IV (9255-40-01 R0, Standard version)"
megat4s           "Super Megatouch IV (9255-41-01 R0G, Standard version)"
megat4sa          "Super Megatouch IV (9255-41-01 R0E, Standard version)"
megat4sb          "Super Megatouch IV (9255-41-01 R0C, Standard version)"
megat4smn         "Super Megatouch IV (9255-41-02 R0C, Minnesota version)"
megat4snj         "Super Megatouch IV (9255-41-07 R0G, New Jersey version)"
megat4st          "Super Megatouch IV Tournament Edition (9255-51-01 R0B, Standard version)"
megat4stg         "Super Megatouch IV Turnier Version (9255-51-50 R0A, Bi-Lingual GER/ENG version)"
megat4te          "Megatouch IV Tournament Edition (9255-50-01 R0D, Standard version)"
megat4tea         "Megatouch IV Tournament Edition (9255-50-01 R0A, Standard version)"
megat5            "Megatouch 5 (9255-60-01 R0I, Standard version)"
megat5a           "Megatouch 5 (9255-60-01 R0C, Standard version)"
megat5g           "Megatouch 5 (9255-60-50 R0G, Bi-Lingual GER/ENG version)"
megat5nj          "Megatouch 5 (9255-60-07 R0N, New Jersey version)"
megat5t           "Megatouch 5 Tournament Edition (9255-70-01 R0C, Standard version)"
megat5tg          "Megatouch 5 Turnier Version (9255-70-50 R0D, Bi-Lingual GER/ENG version)"
megat6            "Megatouch 6 (9255-80-01 R0A, Standard version)"
megat7e           "Megatouch 7 Encore Edition (9255-90-01 R00, Standard version)"
megatack          "Megatack (set 1)"
megatacka         "Megatack (set 2)"
megatech          "Mega-Tech"
megazone          "Mega Zone (program code L)"
megazonea         "Mega Zone (unknown program code 1)"
megazoneb         "Mega Zone (unknown program code 2)"
megazoneh         "Mega Zone (program code H)"
megazonei         "Mega Zone (program code I)"
megazonej         "Mega Zone (program code J)"
meijinsn          "Meijinsen"
meikyuh           "Meikyuu Hunter G (Japan, set 1)"
meikyuha          "Meikyuu Hunter G (Japan, set 2)"
meltyb            "Melty Blood Act Cadenza Version B2 (Japan) (GDL-0039A)"
meltybld          "Melty Blood Act Cadenza Ver. A (Japan) (GDL-0028C)"
meltyblo          "Melty Blood Act Cadenza (Japan) (GDL-0028)"
meltybo           "Melty Blood Act Cadenza Version B (Japan) (GDL-0039)"
meosism           "Meosis Magic (Japan)"
mercenario        "Mercenario (Commando bootleg)"
mercs             "Mercs (World 900302)"
mercsj            "Senjou no Ookami II (Japan 900302)"
mercsu            "Mercs (USA 900608)"
mercsur1          "Mercs (USA 900302)"
meritjp           "Merit Joker Poker (9131-09)"
merlinmm          "Merlins Money Maze"
mermaid           "Mermaid"
metabee           "Metabee Shot"
metafox           "Meta Fox"
metalb            "Metal Black (World)"
metalbj           "Metal Black (Japan)"
metamrph          "Metamorphic Force (ver EAA)"
metamrpha         "Metamorphic Force (ver AAA)"
metamrphe         "Metamorphic Force (ver EAA - alternate)"
metamrphj         "Metamorphic Force (ver JAA)"
metamrphu         "Metamorphic Force (ver UAA)"
meteor            "Meteoroids"
meteorho          "Meteor (bootleg of Asteroids)"
meteorite         "Meteorite (Proel bootleg of Asteroids)"
meteors           "Meteors"
meteorts          "Meteorites (VGG bootleg of Asteroids)"
metlclsh          "Metal Clash (Japan)"
metlfrzr          "Metal Freezer (Japan)"
metlhawk          "Metal Hawk (Rev C)"
metlhawkj         "Metal Hawk (Japan, Rev F)"
metlsavr          "Metal Saver"
metmqstr          "Metamoqester (International)"
metrocrs          "Metro-Cross (set 1)"
metrocrsa         "Metro-Cross (set 2)"
mexico86          "Mexico 86 (bootleg of Kick and Run) (set 1)"
mexico86a         "Mexico 86 (bootleg of Kick and Run) (set 2)"
mf_achas          "Astro Chase (Max-A-Flex)"
mf_bdash          "Boulder Dash (Max-A-Flex)"
mf_brist          "Bristles (Max-A-Flex)"
mf_flip           "Flip & Flop (Max-A-Flex)"
mfightc           "Mahjong Fight Club (ver JAD)"
mfightcc          "Mahjong Fight Club (ver JAC)"
mfjump            "Monster Farm Jump (Japan)"
mfunclub          "Mahjong Fun Club - Idol Saizensen (Japan)"
mgakuen           "Mahjong Gakuen"
mgakuen2          "Mahjong Gakuen 2 Gakuen-chou no Fukushuu"
mgcldate          "Magical Date / Magical Date - Dokidoki Kokuhaku Daisakusen (Ver 2.02J)"
mgcldtex          "Magical Date EX / Magical Date - Sotsugyou Kokuhaku Daisakusen (Ver 2.01J)"
mgcrystl          "Magical Crystals (World, 92/01/10)"
mgcrystlj         "Magical Crystals (Japan, 92/01/13)"
mgcrystlo         "Magical Crystals (World, 91/12/10)"
mgcs              "Mahjong Man Guan Caishen (V103CS)"
mgdh              "Mahjong Man Guan Daheng (Taiwan, V125T1)"
mgdha             "Mahjong Man Guan Daheng (Taiwan, V123T1)"
mgion             "Gionbana [BET] (Japan 890207)"
mgmen89           "Mahjong G-MEN'89 (Japan 890425)"
mgnumber          "Magic Number"
mgolf             "Atari Mini Golf (prototype)"
mgprem11          "Magic Premium (v1.1)"
mhavoc            "Major Havoc (rev 3)"
mhavoc2           "Major Havoc (rev 2)"
mhavocp           "Major Havoc (prototype)"
mhavocrv          "Major Havoc - Return to Vax"
mhgaiden          "Mahjong Hourouki Gaiden (Japan)"
mhhonban          "Mahjong Housoukyoku Honbanchuu (Japan)"
mia               "M.I.A. - Missing in Action (version T)"
mia2              "M.I.A. - Missing in Action (version S)"
miaction          "Missing In Action"
miaj              "M.I.A. - Missing in Action (version R) (Japan)"
micrombc          "Microman Battle Charge (J 990326 V1.000)"
midnrun           "Midnight Run: Road Fighter 2 (EAA, Euro v1.11)"
midnruna          "Midnight Run: Road Fighter 2 (AAA, Asia v1.10)"
midnrunj          "Midnight Run: Road Fighter 2 (JAD, Japan v1.10)"
midres            "Midnight Resistance (World)"
midresb           "Midnight Resistance (bootleg with 68705)"
midresbj          "Midnight Resistance (Joystick bootleg)"
midresj           "Midnight Resistance (Japan)"
midresu           "Midnight Resistance (US)"
miexchng          "Money Puzzle Exchanger / Money Idol Exchanger"
mightguy          "Mighty Guy"
mikie             "Mikie"
mikiehs           "Mikie (High School Graffiti)"
mikiej            "Shinnyuushain Tooru-kun"
mikiek            "Shin-ip Sawon - Seok Dol-i"
millipdd          "Millipede Dux (hack)"
milliped          "Millipede"
millpac           "Millpac (bootleg of Centipede)"
mimonkey          "Mighty Monkey"
mimonsco          "Mighty Monkey (bootleg on Super Cobra hardware)"
mimonscr          "Mighty Monkey (bootleg on Scramble hardware)"
mimonscra         "Mighty Monkey (Kaina Games, bootleg on Scramble hardware)"
minasan           "Minasan no Okagesamadesu! Dai Sugoroku Taikai (MOM-001 ~ MOH-001)"
minefld           "Minefield"
minefldfe         "Minefield (The Logicshop, bootleg)"
mineswpr          "Minesweeper"
mineswpr4         "Minesweeper (4-Player)"
minferno          "Inferno (Meadows)"
miniboy7          "Mini-Boy 7 (set 1)"
miniboy7a         "Mini-Boy 7 (set 2)"
minigolf          "Mini Golf (11/25/85)"
minigolf2         "Mini Golf (10/8/85)"
minivadr          "Mini Vaders"
mirage            "Mirage Youjuu Mahjongden (Japan)"
mirax             "Mirax (set 1)"
miraxa            "Mirax (set 2)"
mirco21           "21 (Mirco)"
mirderby          "Miracle Derby - Ascot"
mirninja          "Mirai Ninja (Japan)"
misdraw           "Michigan Super Draw (2131-16, U5-2)"
misncrft          "Mission Craft (version 2.7)"
misncrfta         "Mission Craft (version 2.4)"
missb2            "Miss Bubble II"
missile           "Missile Command (rev 3)"
missile1          "Missile Command (rev 1)"
missile2          "Missile Command (rev 2)"
missilea          "Missile Attack"
missilem          "Missile Command Multigame"
missmw96          "Miss Mister World '96 (Nude)"
missw02           "Miss World 2002"
missw96           "Miss World '96 (Nude) (C-3000A PCB, set 1)"
missw96a          "Miss World '96 (Nude) (C-3000A PCB, set 2)"
missw96b          "Miss World '96 (Nude) (C-3000A PCB, set 3)"
missw96c          "Miss World '96 (Nude) (C-3000B PCB)"
mizubaku          "Mizubaku Daibouken (Japan)"
mj1               "Sega Yonin Uchi Mahjong MJ (Update Disc Ver.1.008, Japan) (CDP-10002B)"
mj4simai          "Wakakusamonogatari Mahjong Yonshimai (Japan)"
mjanbari          "Medal Mahjong Janjan Baribari [BET] (Japan)"
mjangels          "Mahjong Angels - Comic Theater Vol.2 (Japan)"
mjapinky          "Almond Pinky [BET] (Japan)"
mjcamera          "Mahjong Camera Kozou (set 1) (Japan 881109)"
mjcamerb          "Mahjong Camera Kozou (set 2) (Japan 881109)"
mjchuuka          "Mahjong Chuukanejyo [BET] (China)"
mjclinic          "Mahjong Clinic (Japan, set 1)"
mjclinica         "Mahjong Clinic (Japan, set 2)"
mjclub            "Mahjong Club [BET] (Japan)"
mjcomv1           "Mahjong Comic Gekijou Vol.1 (Japan)"
mjdchuka          "Mahjong The Dai Chuuka Ken [BET] (China, D111)"
mjdejav2          "Mahjong Shinkirou Deja Vu 2 (Japan)"
mjdejavu          "Mahjong Shinkirou Deja Vu (Japan)"
mjderngr          "Mahjong Derringer (Japan)"
mjdialq2          "Mahjong Dial Q2 (Japan)"
mjdialq2a         "Mahjong Dial Q2 (Japan, alt.)"
mjdiplob          "Mahjong Diplomat [BET] (Japan)"
mjegolf           "Mahjong Erotica Golf (Japan)"
mjelct3           "Mahjong Electron Base (parts 2 & 3, Japan)"
mjelct3a          "Mahjong Electron Base (parts 2 & 3, alt., Japan)"
mjelctrb          "Mahjong Electron Base (parts 2 & 4, Japan, bootleg)"
mjelctrn          "Mahjong Electron Base (parts 2 & 4, Japan)"
mjembase          "Mahjong Electromagnetic Base"
mjflove           "Mahjong Fantasic Love (Japan)"
mjfocus           "Mahjong Focus (Japan 890313)"
mjfocusm          "Mahjong Focus [BET] (Japan 890510)"
mjfriday          "Mahjong Friday (Japan)"
mjgaiden          "Mahjong Gaiden [BET] (Japan 870803)"
mjgnight          "Mahjong Gorgeous Night [BET] (Japan, TSM003-01)"
mjgottsu          "Mahjong Gottsu ee-kanji (Japan)"
mjgottub          "Medal Mahjong Gottsu ee-kanji [BET] (Japan)"
mjgtaste          "Mahjong G-Taste"
mjhokite          "Mahjong Hourouki Okite (Japan)"
mjifb             "Mahjong If...? [BET]"
mjifb2            "Mahjong If...? [BET](2921)"
mjifb3            "Mahjong If...? [BET](2931)"
mjikaga           "Mahjong Ikaga Desu ka (Japan)"
mjjoship          "Mahjong Joshi Pro-wres -Give up 5 byou mae- (Japan)"
mjkinjas          "Mahjong Kinjirareta Asobi (Japan)"
mjkjidai          "Mahjong Kyou Jidai (Japan)"
mjkoiura          "Mahjong Koi Uranai (Japan set 1)"
mjkojink          "Mahjong Kojinkyouju (Private Teacher) (Japan)"
mjlaman           "Mahjong La Man (Japan)"
mjleague          "Major League"
mjlstory          "Mahjong Jikken Love Story (Japan)"
mjmaglmp          "Mahjong Magic Lamp (v. JAA02)"
mjmyorn2          "Mahjong The Mysterious Orient Part 2 ~ Exotic Dream ~ [BET] (Japan, v1.00)"
mjmyornt          "Mahjong The Mysterious Orient [BET] (Japan, v1.00)"
mjmyster          "Mahjong The Mysterious World [BET] (Japan, set 1)"
mjmyuniv          "Mahjong The Mysterious Universe [BET] (Japan, D85)"
mjmywrld          "Mahjong The Mysterious World [BET] (Japan, set 2)"
mjnanpaa          "Mahjong Nanpa Story (Japan 890712)"
mjnanpas          "Mahjong Nanpa Story (Japan 890713)"
mjnanpau          "Mahjong Nanpa Story (Ura) (Japan 890805)"
mjnatsu           "Mahjong Natsu Monogatari (Japan)"
mjnquest          "Mahjong Quest (Japan)"
mjnquestb         "Mahjong Quest (No Nudity)"
mjprivat          "Mahjong Private (Japan)"
mjreach           "Mahjong Reach (bootleg)"
mjreach1          "Mahjong Reach Ippatsu [BET] (Japan)"
mjschuka          "Mahjong Super Dai Chuuka Ken [BET] (Japan, D115)"
mjsenka           "Mahjong Senka (Japan)"
mjsenpu           "Mahjong Senpu"
mjsikakb          "Mahjong Shikaku (Japan 880722)"
mjsikakc          "Mahjong Shikaku (Japan 880806)"
mjsikakd          "Mahjong Shikaku (Japan 880802)"
mjsikaku          "Mahjong Shikaku (Japan 880908)"
mjsister          "Mahjong Sisters (Japan)"
mjsiyoub          "Mahjong Shiyou (Japan)"
mjtensin          "Mahjong Tensinhai (Japan)"
mjuraden          "Mahjong Uranai Densetsu (Japan)"
mjvegas           "Mahjong Vegas (Japan)"
mjvegasa          "Mahjong Vegas (Japan, unprotected)"
mjyarou           "Mahjong Yarou [BET] (Japan, set 1)"
mjyarou2          "Mahjong Yarou [BET] (Japan, set 2)"
mjyougo           "Mahjong-yougo no Kisotairyoku (Japan)"
mjyuugi           "Mahjong Yuugi (Japan set 1)"
mjyuugia          "Mahjong Yuugi (Japan set 2)"
mjzoomin          "Mahjong Channel Zoom In (Japan)"
mk                "Mortal Kombat (rev 5.0 T-Unit 03/19/93)"
mk2               "Mortal Kombat II (rev L3.1)"
mk2chal           "Mortal Kombat II Challenger (hack)"
